location_name,date,location_id,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed
Guatemala,2020-06-24,128,25.832390363864,25.832390363864,25.832390363864
Guatemala,2020-06-24,128,25.832390363864,25.832390363864,25.832390363864
Guatemala,2020-06-25,128,26.5687027791889,26.5687027791889,26.5687027791889
Guatemala,2020-06-25,128,26.5687027791889,26.5687027791889,26.5687027791889
Guatemala,2020-06-26,128,27.3441087127731,27.3441087127731,27.3441087127731
Guatemala,2020-06-26,128,27.3441087127731,27.3441087127731,27.3441087127731
Guatemala,2020-06-27,128,28.1530242406691,28.1530242406691,28.1530242406691
Guatemala,2020-06-27,128,28.1530242406691,28.1530242406691,28.1530242406691
Guatemala,2020-06-28,128,28.9885495570048,28.9885495570048,28.9885495570048
Guatemala,2020-06-28,128,28.9885495570048,28.9885495570048,28.9885495570048
Guatemala,2020-06-29,128,29.8430123209121,29.8430123209121,29.8430123209121
Guatemala,2020-06-29,128,29.8430123209121,29.8430123209121,29.8430123209121
Guatemala,2020-06-30,128,30.7085208600131,30.7085208600131,30.7085208600131
Guatemala,2020-06-30,128,30.7085208600131,30.7085208600131,30.7085208600131
Guatemala,2020-07-01,128,31.5763761322789,31.5763761322789,31.5763761322789
Guatemala,2020-07-01,128,31.5763761322789,31.5763761322789,31.5763761322789
Guatemala,2020-07-02,128,32.436923397142,32.436923397142,32.436923397142
Guatemala,2020-07-02,128,32.436923397142,32.436923397142,32.436923397142
Guatemala,2020-07-03,128,33.27962563497,33.27962563497,33.27962563497
Guatemala,2020-07-03,128,33.27962563497,33.27962563497,33.27962563497
Guatemala,2020-07-04,128,34.093982398816,34.093982398816,34.093982398816
Guatemala,2020-07-04,128,34.093982398816,34.093982398816,34.093982398816
Guatemala,2020-07-05,128,34.870133108581,34.8701331085809,34.8701331085809
Guatemala,2020-07-05,128,34.870133108581,34.8701331085809,34.8701331085809
Guatemala,2020-07-06,128,35.5985795955481,35.5985795955481,35.5985795955481
Guatemala,2020-07-06,128,35.5985795955481,35.5985795955481,35.5985795955481
Guatemala,2020-07-07,128,36.27056940812,36.27056940812,36.27056940812
Guatemala,2020-07-07,128,36.27056940812,36.27056940812,36.27056940812
Guatemala,2020-07-08,128,36.8780214502001,36.8780214502001,36.8780214502001
Guatemala,2020-07-08,128,36.8780214502001,36.8780214502001,36.8780214502001
Guatemala,2020-07-09,128,37.4133869902398,37.4133869902398,37.4133869902398
Guatemala,2020-07-09,128,37.4133869902398,37.4133869902398,37.4133869902398
Guatemala,2020-07-10,128,37.87019105126,37.87019105126,37.87019105126
Guatemala,2020-07-10,128,37.87019105126,37.87019105126,37.87019105126
Guatemala,2020-07-11,128,38.24322275954,38.24322275954,38.24322275954
Guatemala,2020-07-11,128,38.24322275954,38.24322275954,38.24322275954
Guatemala,2020-07-12,128,38.5287258185501,38.5287258185501,38.5287258185501
Guatemala,2020-07-12,128,38.5287258185501,38.5287258185501,38.5287258185501
Guatemala,2020-07-13,128,38.7245436342798,38.7245436342798,38.7245436342798
Guatemala,2020-07-13,128,38.7245436342798,38.7245436342798,38.7245436342798
Guatemala,2020-07-14,128,38.8314180285602,38.8314180285602,38.8314180285602
Guatemala,2020-07-14,128,38.8314180285602,38.8314180285602,38.8314180285602
Guatemala,2020-07-15,128,38.85285096232,38.85285096232,38.85285096232
Guatemala,2020-07-15,128,38.85285096232,38.85285096232,38.85285096232
Guatemala,2020-07-16,128,38.7940674823199,38.7940674823199,38.7940674823199
Guatemala,2020-07-16,128,38.7940674823199,38.7940674823199,38.7940674823199
Guatemala,2020-07-17,128,38.6616483720402,38.6616483720402,38.6616483720402
Guatemala,2020-07-17,128,38.6616483720402,38.6616483720402,38.6616483720402
Guatemala,2020-07-18,128,38.4634325494701,38.4634325494701,38.4634325494701
Guatemala,2020-07-18,128,38.4634325494701,38.4634325494701,38.4634325494701
Guatemala,2020-07-19,128,38.2080000026297,38.2080000026297,38.2080000026297
Guatemala,2020-07-19,128,38.2080000026297,38.2080000026297,38.2080000026297
Guatemala,2020-07-20,128,37.9039170147603,37.9039170147603,37.9039170147603
Guatemala,2020-07-20,128,37.9039170147603,37.9039170147603,37.9039170147603
Guatemala,2020-07-21,128,37.5593803686097,37.5593803686097,37.5593803686097
Guatemala,2020-07-21,128,37.5593803686097,37.5593803686097,37.5593803686097
Guatemala,2020-07-22,128,37.1820962328202,37.1820962328202,37.1820962328202
Guatemala,2020-07-22,128,37.1820962328202,37.1820962328202,37.1820962328202
Guatemala,2020-07-23,128,36.7792682900799,36.7792682900799,36.7792682900799
Guatemala,2020-07-23,128,36.7792682900799,36.7792682900799,36.7792682900799
Guatemala,2020-07-24,128,36.35763532227,36.35763532227,36.35763532227
Guatemala,2020-07-24,128,36.35763532227,36.35763532227,36.35763532227
Guatemala,2020-07-25,128,35.9234384627903,35.9234384627903,35.9234384627903
Guatemala,2020-07-25,128,35.9234384627903,35.9234384627903,35.9234384627903
Guatemala,2020-07-26,128,35.4821232233196,35.4821232233196,35.4821232233196
Guatemala,2020-07-26,128,35.4821232233196,35.4821232233196,35.4821232233196
Guatemala,2020-07-27,128,35.0386859812202,35.0386859812202,35.0386859812202
Guatemala,2020-07-27,128,35.0386859812202,35.0386859812202,35.0386859812202
Guatemala,2020-07-28,128,34.5976245950094,34.5976245950094,34.5976245950094
Guatemala,2020-07-28,128,34.5976245950094,34.5976245950094,34.5976245950094
Guatemala,2020-07-29,128,34.1626795093305,34.1626795093305,34.1626795093305
Guatemala,2020-07-29,128,34.1626795093305,34.1626795093305,34.1626795093305
